cmt,correct,name,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,kết cấu,độ bền,Màu sắc,,,,,,,,,,,,,,,
"Peppti mình nhận đc là mẫu cũ chai bằng nhựa - Hơi thất vọng :(  . ko phải mẫu mới 2021 chai bằng thủy tinh . giá cũng khá mắc so với lazada shopee . chất toner dạng sệt màu trắng sữa , apply lên da hơi bết , chắc da mình dầu ko hợp . -  da khô hợp hơn . Dùng chỉ thấy ẩm nhiều còn lỗ chân to chưa đc cải thiện . Tiki nên có trụ sở tại HÀ Nội nữa để khách HÀ Nội ko phải đợi lâu , thêm nữa Tiki ko cho khách xem kiểm tra hàng thực tế điều này làm khách thực sự thất vọng ko biết hàng được nhận ra sao ... hụt hẫng . Dĩ nhiên cho xem hàng xem có đúng hàng của mình đã đặt ko . còn tiền và phí khách vẫn sẽ trả đủ . Hi vọng TiKi sẽ ghi nhận ý kiến phản hồi của khách hàng !","Pepti mình nhận đc là mẫu cũ chai bằng nhựa - Hơi thất vọng :( . ko phải mẫu mới 2021 chai bằng thủy tinh . giá cũng khá mắc so với lazada shopee . chất toner dạng sệt màu trắng sữa , apply lên da hơi bết , chắc da mình dầu ko hợp . - da khô hợp hơn . Dùng chỉ thấy ẩm nhiều còn lỗ chân to chưa đc cải thiện . Tiki nên có trụ sở tại HÀ Nội nữa để khách HÀ Nội ko phải đợi lâu , thêm nữa Tiki ko cho khách xem kiểm tra hàng thực tế điều này làm khách thực sự thất vọng ko biết hàng được nhận ra sao ... hụt hẫng . Dĩ nhiên cho xem hàng xem có đúng hàng của mình đã đặt ko . còn tiền và phí khách vẫn sẽ trả đủ . Hi vọng TiKi sẽ ghi nhận ý kiến phản hồi của khách hàng !","	 Nước Hoa Hồng Dr.Pepti+ Dưỡng Da Căng Bóng  Centella Toner (180ml )",0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,
"Hợp với da dầu mụn, lên 1 tông màu. K bị bóng dầu như các loại trước đã xài, cũng k bị lên mụn. Hàng chính hãng.

 Mình là nam, lần đầu xài, và cảm thấy hài lòng, sẽ xài tiếp.","Hợp với da dầu mụn, lên 1 tông màu. K bị bóng dầu như các loại trước đã xài, cũng k bị lên mụn. Hàng chính hãng.

Mình là nam, lần đầu xài, và cảm thấy hài lòng, sẽ xài tiếp.",Kem chống nắng Skin1004 Madagascar Centella Air-fit Suncream Plus 50ml,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,
"Đã xài dòng màu xanh, màu trắng này có vẻ k cay mắt, nâng tone nhẹ k bị trắng bệt, có mùi thơm nhẹ. Nhận đầy đủ quà tặng . đợt này đóng gói hơi sơ xài nhưng ko bị đổ sản phẩm","Đã xài dòng màu xanh, màu trắng này có vẻ k cay mắt, nâng tone nhẹ k bị trắng bệch, có mùi thơm nhẹ. Nhận đầy đủ quà tặng . đợt này đóng gói hơi sơ sài nhưng ko bị đổ sản phẩm",Sữa Chống Nắng Dưỡng Da Shiseido Urban Environment Triple Beauty Suncare EmulsionSPF50+ PA++++ 30ml,0,0,1,1,1,0,0,1,,,,,,,,,,,,,,,
"Không thấy rõ hiệu quả với mụn ẩn và thâm, nhưng ít bết dính, không màu, giảm sưng mụn sau tầm 2 3 ngày","Không thấy rõ hiệu quả với mụn ẩn và thâm, nhưng ít bết dính, không màu, giảm sưng mụn sau tầm 2 3 ngày",Gel ngừa mụn Nano THC Decumar 20gr làm sáng da mụn viêm thâm,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Mụn viêm giảm đau nhanh, để lại thâm cũng mau lặn, nên chấm lên mụn vết thâm hay sẹo, thoa khắp mặt thì sẽ hơi bí da đó. Gel không màu nên đỡ phải dính quần áo và có thể sd ở chỗ làm","Mụn viêm giảm đau nhanh, để lại thâm cũng mau lặn, nên chấm lên mụn vết thâm hay sẹo, thoa khắp mặt thì sẽ hơi bí da đó. Gel không màu nên đỡ phải dính quần áo và có thể sd ở chỗ làm",Gel ngừa mụn Nano THC Decumar 20gr làm sáng da mụn viêm thâm,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Giảm thâm sẹo, sp không màu dịu nhẹ","Giảm thâm sẹo, sp không màu dịu nhẹ",Gel ngừa mụn Nano THC Decumar 20gr làm sáng da mụn viêm thâm,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
"Hàng của shop uy tín nên khá yên tâm, giá mềm, giao hàng nhanh và đóng gói cẩn thận, thấy loại này được nhiều review tích cực nên mìnb mua dùng thử xem sao, chất kem lỏng màu trắng trong còn về tác dụng xài lâu dài mới có thể đánh giá chi tiết đc","Hàng của shop uy tín nên khá yên tâm, giá mềm, giao hàng nhanh và đóng gói cẩn thận, thấy loại này được nhiều review tích cực nên mình mua dùng thử xem sao, chất kem lỏng màu trắng trong còn về tác dụng xài lâu dài mới có thể đánh giá chi tiết đc",Kem Hỗ Trợ Làm Mờ Sẹo Dermatix Ultra 15g,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
"kem dùng ok nhưng mà mùi lần này hơi lạ so với chai đầu tiên sử dụng, màu kem cũnh vàng hơn. Hy vọng dùng ok như lần đầu :)","kem dùng ok nhưng mà mùi lần này hơi lạ so với chai đầu tiên sử dụng, màu kem cũng vàng hơn. Hy vọng dùng ok như lần đầu :)",Kem chống nắng kiềm dầu & ngừa mụn Eucerin Sun Dry Touch SPF50+ 50ml,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,
"Kem chống nắng dạng cream không màu, ko nâng tông da, da t hhtd dùng kcn này k hề đến tầm nửa ngày ko bị đổ dầu như cái chảo hêhe","Kem chống nắng dạng cream không màu, ko nâng tông da, da t hhtd dùng kcn này k hề đến tầm nửa ngày ko bị đổ dầu như cái chảo hêhe",Kem chống nắng kiềm dầu & ngừa mụn Eucerin Sun Dry Touch SPF50+ 50ml,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,
mùi thì chưa ngửi mình nghĩ là ko có mùi í. Gel ko màu ko làm dơ đồ mình mặc tui thoa ngày 2 lần đc 2 tuần r thấy hiệu quả nên mới nhớ lên đây đánh giá. Mn mua dùng thử ikk,mùi thì chưa ngửi mình nghĩ là ko có mùi í. Gel ko màu ko làm dơ đồ mình mặc tui thoa ngày 2 lần đc 2 tuần r thấy hiệu quả nên mới nhớ lên đây đánh giá. Mn mua dùng thử ikk,"Gel Bôi Trĩ Giúp Co Búi Trĩ, Hỗ Trợ Giảm Sưng Đỏ Và Ngứa Rát Hậu Môn Do Trĩ Trimaxgel 20g - Nguyên Liệu Nhập Khẩu Từ Châu Âu",0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,
"Mới đầu bôi rít và bóng, nhưng sau 10-15’ thì rất ráo mặt, nhẹ như bôi kem dưỡng. Kem dễ tán, làm đều màu da. Hơi nâng tone nhẹ","Mới đầu bôi rít và bóng, nhưng sau 10-15’ thì rất ráo mặt, nhẹ như bôi kem dưỡng. Kem dễ tán, làm đều màu da. Hơi nâng tone nhẹ","Kem chống nắng màu da, dành cho da nhạy cảm Uveblock SPF50 Tinted Fluid - Isis Pharma (40ml)",0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
Mua đi mua lại nên về chất lượng thì khỏi bàn cãi. Da mụn nhạy cảm hay gì cũng ko cần phải lo mà cứ mua thôi. Cho 4 sao vì Tiki giao hàng chậm. Điểm này Tiki thua Shopee và Lazada. Cải thiện khâu này tốt biết mấy. Mình mua giá siêu hời. Trước hay xài chai màu xanh cho da dầu nhưng từ ngày xài e này thấy cũng ko khác gì e kia là mấy mà rẻ hơn nên đâu dại gì mà ko mua. À 3 chai này sản xuất từ 1 năm trước rồi. Cái này cũng ko bằng Shopee vì lần nào mình mua bên đó cũng nhận hàng mới hết. Nhưng không sao cả vì date còn xa.,Mua đi mua lại nên về chất lượng thì khỏi bàn cãi. Da mụn nhạy cảm hay gì cũng ko cần phải lo mà cứ mua thôi. Cho 4 sao vì Tiki giao hàng chậm. Điểm này Tiki thua Shopee và Lazada. Cải thiện khâu này tốt biết mấy. Mình mua giá siêu hời. Trước hay xài chai màu xanh cho da dầu nhưng từ ngày xài e này thấy cũng ko khác gì e kia là mấy mà rẻ hơn nên đâu dại gì mà ko mua. À 3 chai này sản xuất từ 1 năm trước rồi. Cái này cũng ko bằng Shopee vì lần nào mình mua bên đó cũng nhận hàng mới hết. Nhưng không sao cả vì date còn xa.,Nước tẩy trang SENKA A.L.L. CLEAR WATER Micellar Formula White 230ml,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,
"Tiki giao nhanh, hãng chính hãng. Hộp kem có đế nhựa trong hộp khá chắc nên tiki gói hơi ẩu cũng không quan trọng lắm. Review: Mình trc giờ k hợp Acnes, nhưng khi thử sử dụng SRM của dòng này mình rất ưng, da sáng và mụn đở sưng nhiều nên mình đã mua luôn kem. Kem KO có mùi hương liệu, mình dị ứng mùi nên rất ok, bạn nào thích mùi thì thấy mùi này hơi dị bởi vì nó là mùi nguyên liệu. Dạng cream hơi đặc, màu sữa chua. Thoa lên mỏng, mịn, sau 1p kem sẽ thấm luôn vào da làm da khô nhưng vẫn ẩm, mượt, ko bóng. Bạn nào có mụn thì nó sẽ đẩy mụn lên trong vòng 2 tuần đầu, sau đó sẽ lành, giảm sưng, đở mụn nhiều. Kết hợp SRM thấy da trắng khoẻ lên. Mình mua có cả ship mà chỉ tốn 85k cho 1 hộp kem dưỡng bình dân, thành phần an toàn, kết quả tốt nên đáng để thử. Chỉ nên dùng cho da hỗn hợp thiên dầu, da sau mụn, da hết mụn cần dưỡng trắng. Có AHA, BHA nên sẽ đẩy mụn, bạn nào dị ứng lưu ý. LẦN ĐẦU TIÊN DÙNG ĐƯỢC ACNES hơn 5 tháng và muốn mua lại, các dòng khác mình ko hợp lắm ?","Tiki giao nhanh, hãng chính hãng. Hộp kem có đế nhựa trong hộp khá chắc nên tiki gói hơi ẩu cũng không quan trọng lắm. Review: Mình trước giờ k hợp Acnes, nhưng khi thử sử dụng SRM của dòng này mình rất ưng, da sáng và mụn đỡ sưng nhiều nên mình đã mua luôn kem. Kem KO có mùi hương liệu, mình dị ứng mùi nên rất ok, bạn nào thích mùi thì thấy mùi này hơi dị bởi vì nó là mùi nguyên liệu. Dạng cream hơi đặc, màu sữa chua. Thoa lên mỏng, mịn, sau 1p kem sẽ thấm luôn vào da làm da khô nhưng vẫn ẩm, mượt, ko bóng. Bạn nào có mụn thì nó sẽ đẩy mụn lên trong vòng 2 tuần đầu, sau đó sẽ lành, giảm sưng, đở mụn nhiều. Kết hợp SRM thấy da trắng khoẻ lên. Mình mua có cả ship mà chỉ tốn 85k cho 1 hộp kem dưỡng bình dân, thành phần an toàn, kết quả tốt nên đáng để thử. Chỉ nên dùng cho da hỗn hợp thiên dầu, da sau mụn, da hết mụn cần dưỡng trắng. Có AHA, BHA nên sẽ đẩy mụn, bạn nào dị ứng lưu ý. LẦN ĐẦU TIÊN DÙNG ĐƯỢC ACNES hơn 5 tháng và muốn mua lại, các dòng khác mình ko hợp lắm ?",Kem Dưỡng Trắng Acnes Whitening+ Cream 50g,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,,
"Đánh giá về tẩy trang Bioderma hồng này chỉ có 1 từ thôi là : Quá tuyệt vời, mới nặn mụn xong mà dùng vẫn không kích ứng gì cả. Đúng là tẩy trang quốc dân mà
Nhận xét khi mua hàng trên Tiki : giao khá nhanh, hàng chuẩn auth. Lúc đó mua giá 434.000 đ của nhà cung cấp Từ Hảo Pharma. Chai nguyên vẹn, không rò rỉ, date xa. Nói chung hài lòng về sản phẩm và trải nghiệm trên Tiki
Mình cũng có dùng song song với tẩy trang Bioderma xanh lá. Thường cách dùng của mình như sau :
Khi mới nặn mụn hoặc vừa bị kích ứng mình sẽ dùng màu hồng 
Còn bình thường do da mình thuộc loại da dầu nhiều nên dùng màu xanh lá là chủ đạo
Màu hồng này dùng được cho cả mắt và môi các bạn nhé","Đánh giá về tẩy trang Bioderma hồng này chỉ có 1 từ thôi là : Quá tuyệt vời, mới nặn mụn xong mà dùng vẫn không kích ứng gì cả. Đúng là tẩy trang quốc dân mà
Nhận xét khi mua hàng trên Tiki : giao khá nhanh, hàng chuẩn auth. Lúc đó mua giá 434.000 đ của nhà cung cấp Từ Hảo Pharma. Chai nguyên vẹn, không rò rỉ, date xa. Nói chung hài lòng về sản phẩm và trải nghiệm trên Tiki
Mình cũng có dùng song song với tẩy trang Bioderma xanh lá. Thường cách dùng của mình như sau :
Khi mới nặn mụn hoặc vừa bị kích ứng mình sẽ dùng màu hồng
Còn bình thường do da mình thuộc loại da dầu nhiều nên dùng màu xanh lá là chủ đạo
Màu hồng này dùng được cho cả mắt và môi các bạn nhé",Tẩy Trang Bioderma Sensibio H2O (500ml),1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,
Ưng cái bụng gì đâu. Son thơm mùi ngọt lịm nên các bạn cân nhắc nha. Mình thì thích mùi đào hơn. Nói chung với giá cả như này cho một cây son dưỡng là quá oke rồi. Còn hiệu quả về lâu về dài thì mình chưa biết.,Ưng cái bụng gì đâu. Son thơm mùi ngọt lịm nên các bạn cân nhắc nha. Mình thì thích mùi đào hơn. Nói chung với giá cả như này cho một cây son dưỡng là quá oke rồi. Còn hiệu quả về lâu về dài thì mình chưa biết.,Son Dưỡng Nivea Mùi Dâu 4.8g - 85083,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
"Vì lần đầu dùng nên thấy nước tẩy trang này khá ổn áp, giá lại hạt dẻ nữa, tẩy sạch lắm nha, mùi thì nhẹ dịu không quá nồng","Vì lần đầu dùng nên thấy nước tẩy trang này khá ổn áp, giá lại hạt dẻ nữa, tẩy sạch lắm nha, mùi thì nhẹ dịu không quá nồng","Combo 2 Nước tẩy trang Simple Micellar làm sạch 99% trang điểm, cho da thoáng mịn tức thì 400ml và 200ml [CHAI LỚN TIẾT KIỆM 111K]",0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
sản phẩm tốt có mùi dễ chịu.nhưng khá khô da sau khi rửa mặt...................giá cả hợp lý.giao hàng nhanh....,sản phẩm tốt có mùi dễ chịu.nhưng khá khô da sau khi rửa mặt...................giá cả hợp lý.giao hàng nhanh....,Kem Rửa Mặt Sạch Nhờn Mát Lạnh Oxy Perfect Wash (100g),1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
"Giá hạt dẻ mà chất lượng ok, mùi thơm nhẹ dễ chịu, rửa sạch, tuy nhiên hơi khô, nên dùng thêm toner.","Giá hạt dẻ mà chất lượng ok, mùi thơm nhẹ dễ chịu, rửa sạch, tuy nhiên hơi khô, nên dùng thêm toner.",Sữa rửa mặt Hatomugi hạt ý dĩ,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
"Vô cùng ưng mùi của nước tẩy trang này. Lúc mua đắn đo nhưng khi lấy ra dùng từ lần đầu tiên đã mê em này. Rất là ưng tẩy trang và sữa rửa mặt của hãng này. Dịu nhẹ, mùi thơm dễ chịu, không gây kích ứng da. Có lẽ sẽ gắn bó dài lâu với em nó đây, mặc dù giá hơi cao.","Vô cùng ưng mùi của nước tẩy trang này. Lúc mua đắn đo nhưng khi lấy ra dùng từ lần đầu tiên đã mê em này. Rất là ưng tẩy trang và sữa rửa mặt của hãng này. Dịu nhẹ, mùi thơm dễ chịu, không gây kích ứng da. Có lẽ sẽ gắn bó dài lâu với em nó đây, mặc dù giá hơi cao.",Nước Tẩy Trang Làm Sạch Sâu Cho Da Nhạy Cảm La Roche-Posay Micellar Water Ultra Sensitive Skin 400ml,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,
"mới nhận hàng nè
hàng về đóng gói OK lắm luôn
chất kem thấm khá nhanh, mùi thì khá là hmmm.. chắc sản phẩm không cí chất tạo hương nên mùi nhẹ.
mới xài nên chưa review được sau sẽ quay lại đánh giá.","mới nhận hàng nè
hàng về đóng gói OK lắm luôn
chất kem thấm khá nhanh, mùi thì khá là hmmm.. chắc sản phẩm không cí chất tạo hương nên mùi nhẹ.
mới xài nên chưa review được sau sẽ quay lại đánh giá.",Kem dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Cream (50g),0,1,1,0,1,1,0,0,,,,,,,,,,,,,,,
"Hàng đóng gói cẩn thận. Do dịch nên giao hàng hơi chậm hơn bình thường một xíu. Mình me em này từ lâu rồi, được bạn review ok nữa nên quyết định đặt. Dùng thử lần đầu mình cảm thấy gel thấm nhanh, mùi hương nhẹ, thanh mát. Hi vọng sản phẩm sẽ phù hợp với mình. Mua được giá khuyến mãi nên cảm thấy vui lắm.","Hàng đóng gói cẩn thận. Do dịch nên giao hàng hơi chậm hơn bình thường một xíu. Mình me em này từ lâu rồi, được bạn review ok nữa nên quyết định đặt. Dùng thử lần đầu mình cảm thấy gel thấm nhanh, mùi hương nhẹ, thanh mát. Hi vọng sản phẩm sẽ phù hợp với mình. Mua được giá khuyến mãi nên cảm thấy vui lắm.",Kem Dưỡng Dạng Gel Sữa Dành Cho Da Mụn Với Tác Động Kép Normaderm Phytosolution Double-Correction Daily Care 50Ml,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,
"sản phẩm có mùi thơm, giá tốt, sử dụng thoải mái, dễ chịu, người Việt dùng hàng Việt, bảo vệ môi trường. Sẽ ủng hộ trong tương lai sau này. Mong hãng ngày một phát triển","sản phẩm có mùi thơm, giá tốt, sử dụng thoải mái, dễ chịu, người Việt dùng hàng Việt, bảo vệ môi trường. Sẽ ủng hộ trong tương lai sau này. Mong hãng ngày một phát triển",Cà Phê Đắk Lắk Làm Sạch Da Chết Mặt Cocoon 150ml,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
